Year,Occupancy,lower_cl,upper_cl
2011,0.988175364321837,0.976744186046512,1
2012,0.999901107069654,1,1
2013,0.999731823056792,1,1
2014,0.999392414578625,1,1
2015,0.999926577666868,1,1
2016,0.999648717037718,0.988372093023256,1
2017,0.99988932093727,1,1
2018,0.999885177296792,1,1
2019,0.999463564196668,1,1
2021,0.996880672248092,0.988372093023256,1
2022,0.998499662406981,0.988372093023256,1
2023,0.999325189206991,0.988372093023256,1
2024,0.998209692406816,0.976744186046512,1
