Year,Occupancy,lower_cl,upper_cl
2011,0.999999994079331,1,1
2012,0.999999954273944,1,1
2013,1,1,1
2014,1,1,1
2015,0.999999954007214,1,1
2016,0.999999954007214,1,1
2017,0.999999954007214,1,1
2018,0.999995295790861,1,1
2019,0.999999977003607,1,1
2021,0.999999977003607,1,1
2022,0.999999977003607,1,1
2023,0.999999977003607,1,1
2024,0.999999977003607,1,1
